chamber,role,state,district,name,party,kind,what,date,source,source_name,grade,lean,as_of,page
Senate,senator,MN,,Amy Klobuchar,Democratic,statement,"Through spokesman Darwin Forsyth, said she ""supports robust environmental standards for any proposed data centers as well as greater transparency and local control over decisions to build,"" called Minnesota's 2025 law requiring data centers to pay the full cost of their energy use ""a good start,"" and said her focus would be protecting Minnesotans' energy bills and water; she did not answer questions on local moratoriums or NDAs.",2026-08-03,https://www.hometownsource.com/psa/where-do-the-candidates-for-governor-stand-on-data-centers/article_f465d0f7-72e4-4da9-b0c0-ddaab49ac458.html,Hometown Source (Minnesota Reformer syndication),,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-k000367
House,candidate,VA,8,Don Beyer,Democratic,statement,"Sent a formal letter urging the Fairfax County Planning Commission to reject the 2232 permit for the Edsall Road data-center substation at Plaza 500, citing flooding, light and noise: “Data center infrastructure should not be built in residential areas where its scale and likely impacts are fundamentally incompatible with the character and quality of life of adjacent neighborhoods.”",2026-07-30,https://beyer.house.gov/news/documentsingle.aspx?DocumentID=9183,,,guardrails,2026-09-05,https://aigridwatch.com/house-races#race-va-8
Senate,senator,MD,,Chris Van Hollen,Democratic,action,"Signed, with Sen. Alsobrooks and seven Maryland House members, a letter urging FERC to relieve Maryland ratepayers of transmission costs assigned for out-of-state data center demand and to require PJM to adopt stronger protections.",2026-07-28,https://mcclaindelaney.house.gov/media/press-releases/maryland-democrats-urge-ferc-protect-marylanders-rising-electricity-costs-due,Rep. April McClain Delaney press release (joint delegation letter),A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-v000128
Senate,senator,MD,,Angela D. Alsobrooks,Democratic,action,"Signed, with Sen. Van Hollen and seven Maryland House members, a letter urging FERC to act quickly on the Maryland Office of People's Counsel complaint and to require PJM to protect Maryland ratepayers from transmission costs assigned to them for out-of-state data center demand.",2026-07-28,https://mcclaindelaney.house.gov/media/press-releases/maryland-democrats-urge-ferc-protect-marylanders-rising-electricity-costs-due,Rep. April McClain Delaney press release (joint delegation letter),A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-a000382
Senate,senator,OH,,Jon Husted,Republican,statement,"Told Spectrum News ""What we're requiring the data centers to do is to produce their own power so that the local ratepayers don't have to foot the bill,"" and that data-center siting decisions ""should be made by local residents and local communities, not the federal government.""",2026-07-28,https://spectrumnews1.com/oh/columbus/news/2026/07/28/data-center-husted-ohio,Spectrum News 1 Ohio,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001104
Senate,senator,PA,,David McCormick,Republican,statement,"In a City & State Q&A reposted by his office, described an ""AI covenant"" for data centers: ""You need to protect rates for the people in the community... give them rate protection or bring more energy than you use,"" ""You need to protect the water... via a closed loop,"" and ""The ultimate decision-making power is going to reside with the communities – township supervisors, county commissioners and the people.""",2026-07-28,https://www.mccormick.senate.gov/news/in-the-news/the-city-state-qa-dave-mccormick/,City & State PA (via Sen. McCormick site),,mixed,2026-09-05,https://aigridwatch.com/senators#sen-m001243
Senate,senator,KS,,Roger Marshall,Republican,statement,"Press release applauding the expansion of the Ratepayer Protection Pledge: 'I've heard from Kansans who are concerned that infrastructure costs for data centers could be pushed onto households, small businesses, schools, hospitals, and farms.'",2026-07-24,https://www.marshall.senate.gov/newsroom/press-releases/senator-marshall-applauds-president-trump-for-expanding-ratepayer-protection-pledge/,Sen. Marshall press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-m001198
Senate,senator,GA,,Raphael G. Warnock,Democratic,action,"Wrote EPA Administrator Zeldin requesting best-practice guidance for communities protecting water supplies from data center expansion, with a written response and briefing within four weeks: ""Small, rural communities have been left to negotiate on their own with multi-million-dollar corporations whose well-staffed legal teams may negotiate dozens of deals at a time."" Cited OpenAI's Effingham County project and 24 Georgia local moratoria.",2026-07-23,https://www.warnock.senate.gov/newsroom/press-releases/warnock-calls-for-community-protections-from-data-centers/,Sen. Warnock press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000790
Senate,senator,MS,,Cindy Hyde-Smith,Republican,action,"At the Senate Energy and Natural Resources Committee's FERC oversight hearing, said Mississippi ""continues to be at the forefront of safeguarding ratepayers by ensuring companies, like data centers, pay their fair share for large loads,"" and asked commissioners what mechanisms FERC is implementing for large-load customers to make upfront payments and minimum financial commitments to keep rates from rising.",2026-07-23,https://www.hydesmith.senate.gov/hyde-smith-ferc-commissioners-examine-affordability-data-centers-proliferate,Sen. Hyde-Smith press release,B,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001079
Senate,senator,SC,,Tim Scott,Republican,statement,"Authored a Post and Courier commentary saying data centers are vital to competitiveness and national security, that ""Hardworking families and small businesses should not have higher electric bills because of the energy demands of massive global corporations,"" and praising Google's commitment to the Ratepayer Protection Pledge to secure 100% of its added energy needs without passing costs to ratepayers.",2026-07-23,https://www.postandcourier.com/opinion/commentary/tim-scott-google-ai-data-center-electricity/article_1d0b0933-9c98-4188-b9d7-e783fdce8166.html,The Post and Courier (op-ed by Sen. Scott),,mixed,2026-09-05,https://aigridwatch.com/senators#sen-s001184
Senate,senator,KS,,Roger Marshall,Republican,statement,"At Semafor's World of Work event, said he does not want tax incentives for data centers or for them to 'drive up other people's electricity costs,' pointed to higher rates near Panasonic's Kansas plant as a warning, and said of Kansas counties' moratoriums: 'I certainly support their moratoriums,' adding those decisions belong at the local level.",2026-07-22,https://www.semafor.com/article/07/22/2026/republican-senator-roger-marshall-rails-against-ai-data-centers,Semafor,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-m001198
Senate,senator,UT,,Mike Lee,Republican,statement,"At the committee's FERC oversight hearing, Lee said he supported FERC's Large Load Order, called it 'not a one-size-fits-all solution,' and agreed that 'existing ratepayers should not subsidize the cost of data centers.'",2026-07-22,https://www.publicpower.org/periodical/article/senate-energy-natural-resources-committee-holds-ferc-oversight-hearing,American Public Power Association,B,mixed,2026-09-05,https://aigridwatch.com/senators#sen-l000577
Senate,candidate,TX,,James Talarico,Democratic,statement,"Released a data-center plan calling to end Texas sales-tax incentives for data centers, set federal minimum standards for grid, environment and jobs, require closed-loop cooling to cut water use, and empower localities to approve or reject projects.",2026-07-22,https://www.texastribune.org/2026/07/22/texas-james-talarico-data-centers-regulation-senate-2026/,,,guardrails,2026-08-25,https://aigridwatch.com/senate-races#race-tx
House,candidate,CO,8,Gabe Evans,Republican,statement,"Introduced H.R. 9340, the Ratepayer Protection Act, with Rep. Kathy Castor. It directs states and their PUCs to consider standards for connecting large-load customers so those customers, not families and small businesses, cover new generation, transmission and upgrade costs. Cleared House Energy and Commerce 52-0.",2026-07-22,https://broadbandbreakfast.com/house-committee-approves-package-to-address-data-centers-growing-energy-demands/,,,guardrails,2026-08-26,https://aigridwatch.com/house-races#race-co-8
House,candidate,FL,14,Kathy Castor,Democratic,statement,"Introduced H.R. 9340, the Ratepayer Protection Act, with Rep. Gabe Evans — standards for states and PUCs connecting large-load customers so the cost of new generation, transmission and upgrades falls on those customers rather than on households. Cleared House Energy and Commerce 52-0.",2026-07-22,https://broadbandbreakfast.com/house-committee-approves-package-to-address-data-centers-growing-energy-demands/,,,guardrails,2026-08-26,https://aigridwatch.com/house-races#race-fl-14
Senate,senator,VA,,Mark R. Warner,Democratic,action,"Rolled out an AI legislative agenda including the Data Center Tax Accountability and Disclosure Act, which requires large AI data centers to publicly disclose energy and water consumption, emissions, backup generation and other operational impacts, conditions federal bonus depreciation on meeting efficiency and sustainability standards, and dedicates the resulting revenue to a National Workforce Transition Fund.",2026-07-21,https://www.warner.senate.gov/newsroom/press-releases/warner-rolls-out-comprehensive-ai-legislative-agenda-focused-on-responsible-innovation-workers-and-national-security/,Sen. Warner press release,A,mixed,2026-09-05,https://aigridwatch.com/senators#sen-w000805
House,candidate,OH,5,Bob Latta,Republican,statement,"Applauded full Energy and Commerce Committee passage of H.R. 9340 (52-0), noting Ohio already has large load tariffs in place for data centers.",2026-07-21,https://latta.house.gov/news/documentsingle.aspx?DocumentID=406829,,,mixed,2026-09-06,https://aigridwatch.com/house-races#race-oh-5
Senate,candidate,OH,,Jon Husted,Republican,statement,"Introduced the Ratepayer Protection Act: standards for states and PUCs connecting 100 MW+ loads, requiring large-load customers to recover full incremental upgrade costs and post financial assurances so utilities cannot shift them to households. “We must do that without passing the costs on to working families and small businesses.”",2026-07-20,https://www.husted.senate.gov/media/press-releases/husted-leads-bill-to-protect-americans-from-footing-the-bill-for-new-data-centers/,,,mixed,2026-08-25,https://aigridwatch.com/senate-races#race-oh
Senate,senator,OK,,Alan Armstrong,Republican,statement,"Promoting his American Energy and Mineral Infrastructure Act, said ""A manufacturer, a data center, an industrial facility will not commit billions of dollars to a region if it cannot obtain reliable energy at a competitive price.""",2026-07-16,https://okenergytoday.com/2026/07/sen-armstrong-says-energy/,Oklahoma Energy Today,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-a000383
Senate,senator,AL,,Tommy Tuberville,Republican,statement,"Campaigning at an Alabama Sheriffs Association event, said opponents ""are listening to all this nonsense they see on social media that's coming from China because China does not want us to grow,"" called environmental and noise objections ""bull crap,"" and touted data center tax revenue for schools and law enforcement.",2026-07-14,https://www.wbrc.com/2026/07/15/tuberville-reaffirms-data-center-support-says-opposition-driven-by-china/,WBRC,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-t000278
Senate,senator,NY,,Charles E. Schumer,Democratic,statement,"Told reporters that data centers should ""pay their fair share and use more clean energy"" and that Democrats would pursue data-center reform if they retake the Senate, adding ""We know how important they are, and we've heard the message loud and clear.""",2026-07-14,https://news.bgov.com/bloomberg-government-news/schumer-urges-more-clean-energy-to-fuel-important-data-centers,Bloomberg Government,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-s000148
Senate,senator,NY,,Kirsten E. Gillibrand,Democratic,statement,"Issued a statement supporting Gov. Hochul's executive order pausing hyperscale data-center construction for one year, saying New Yorkers need ""ironclad guarantees that their energy bills won't spike, their water will be protected, and their air will remain clean.""",2026-07-14,https://www.gillibrand.senate.gov/news/press/release/gillibrand-statement-on-new-york-state-data-center-moratorium/,Sen. Gillibrand press release,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-g000555
House,candidate,OH,13,Emilia Sykes,Democratic,statement,Incorporated provisions into the bipartisan Water Resources Development Act of 2026 to study data center impacts on regional water resources.,2026-07-14,https://sykes.house.gov/media/press-releases/rep-sykes-advances-bipartisan-water-infrastructure-bill-with-key-wins-for-northeast-ohio,,,guardrails,2026-09-06,https://aigridwatch.com/house-races#race-oh-13
Senate,senator,MA,,Edward J. Markey,Democratic,action,"Released a discussion draft of the Protecting Communities from Data Center Impacts Act, which would require a federal public-interest certificate before a data center is permitted, set minimum energy, environmental and economic standards, and fund community monitoring grants. Markey: 'Communities are organizing and demanding action to protect their air, water, energy bills, and quality of life from the tsunami of data centers around the country.'",2026-07-13,https://www.markey.senate.gov/news/press-releases/senator-markey-releases-discussion-draft-of-legislation-to-create-a-national-framework-to-address-data-center-harm,Sen. Markey press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-m000133
House,candidate,NY,19,Josh Riley,Democratic,statement,"Introduced the FAIR Data Act, bipartisan legislation to stop data-center projects from raising energy bills for Upstate New York families and small businesses by shielding ratepayers from the generation, transmission and distribution upgrades those projects require.",2026-07-13,https://riley.house.gov/2026/07/13/riley-introduces-bill-to-stop-data-center-projects-from-driving-up-energy-bills/,,,guardrails,2026-08-26,https://aigridwatch.com/house-races#race-ny-19
House,candidate,OH,1,Greg Landsman,Democratic,statement,"Introduced the Protecting Communities from Data Center Impacts Act, directing EPA to contract with the National Academies of Sciences for a study on data center environmental impacts (noise, air, water, carbon, e-waste).",2026-07-10,https://landsman.house.gov/posts/landsman-introduced-third-ai-data-center-bill-in-congress,,,guardrails,2026-09-06,https://aigridwatch.com/house-races#race-oh-1
Senate,senator,UT,,John R. Curtis,Republican,statement,"Told Utah News Dispatch, citing distrust after the Stratos project's quick approval through the Military Installation Development Authority, that 'we do have some real uncertainty about these data centers. What's behind the meter? What's not?' and that 'something that I want to work on at the federal level is bringing some reliable, predictable measuring techniques' so the public has standard metrics; he said the industry had 'failed' at explaining why the facilities are needed.",2026-07-07,https://www.heraldextra.com/news/2026/jul/07/after-utah-data-center-controversy-curtis-calls-for-federal-transparency-standards/,Utah News Dispatch (via Daily Herald),,mixed,2026-09-05,https://aigridwatch.com/senators#sen-c001114
Senate,senator,OR,,Ron Wyden,Democratic,action,"Co-signed with Sen. Merkley a letter to Gov. Kotek's Oregon Data Center Advisory Committee raising energy demand, consumer electricity costs, water, noise, farmland rezoning, tribal consultation and transparency.",2026-07-02,https://www.merkley.senate.gov/wyden-merkley-ask-state-data-center-advisory-committee-to-consider-multiple-issues-raised-by-oregonians/,Sen. Merkley press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000779
Senate,senator,OR,,Jeff Merkley,Democratic,action,"Co-signed with Sen. Wyden a letter to Gov. Tina Kotek's Oregon Data Center Advisory Committee asking it to consider rising energy demand, increased electricity costs for consumers, water quantity and quality, steam and noise from cooling, rezoning of agricultural land, tribal treaty consultation, and public transparency on environmental and infrastructure impacts.",2026-07-02,https://www.merkley.senate.gov/wyden-merkley-ask-state-data-center-advisory-committee-to-consider-multiple-issues-raised-by-oregonians/,Sen. Merkley press release,B,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-m001176
Senate,senator,KS,,Roger Marshall,Republican,statement,"Quoted in a KSHB voter guide ahead of the August 4, 2026 Kansas primary: 'Kansas isn't going to hand over our land, water, or power grid to Big Tech companies that turn a profit while local families foot the bill with taxpayer giveaways.'",2026-07,https://www.kshb.com/news/local-news/kansas/johnson-county/voters-guide-kansas-political-candidates-stances-on-data-center-development,KSHB 41 Kansas City,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-m001198
Senate,candidate,NC,,Michael Whatley,Republican,statement,"Told a Fox News interview that “this opposition to data centers is not organic”, and agreed governments should offer developers tax breaks, though not subsidies, to encourage expansion.",2026-07,https://www.newsweek.com/ai-data-center-war-where-democrats-republicans-in-key-senate-races-stand-12354265,,,accelerate,2026-08-25,https://aigridwatch.com/senate-races#race-nc
Senate,senator,IA,,Chuck Grassley,Republican,statement,"At a Q&A with Chesterman Company employees in Sioux City, asked about data centers, Grassley said 'These are state and local decisions to make,' and discussed their positives and negatives and possible legislation on their construction.",2026-06-30,https://www.nwestiowa.com/moville_record/sen-chuck-grassley-visits-chesterman-co-in-sioux-city/article_f72e1fb2-6509-4d08-a335-c0a1a61e2e6f.html,Moville Record / nwestiowa.com,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-g000386
Senate,senator,NY,,Kirsten E. Gillibrand,Democratic,statement,"Asked about the proposed $19.5B STREAM data center at the STAMP site in Alabama, NY, said ""People are worried about higher energy costs. They're worried about emissions. They're worried about polluting water,"" that communities should decide, and that developers should use closed-loop cooling and renewables rather than ratepayer-funded grid upgrades, while saying she lacked enough information to take a position on the project.",2026-06-25,https://www.thedailynewsonline.com/news/gillibrand-cites-data-center-concerns-but-doesn-t-take-stand-on-stream-project/article_1a092e25-311c-41ef-8753-bea73e21ba8d.html,"The Daily News (Batavia, NY)",,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-g000555
House,candidate,NJ,6,Frank Pallone,Democratic,statement,"Called for a national AI data-center moratorium at an Energy Subcommittee markup — “in favor of a national AI data center moratorium until we can find a way to ensure they don't harm our nation's air, water, and power bills.”",2026-06-25,https://pallone.house.gov/media/press-releases/pallone-supports-national-ai-data-center-moratorium,,,guardrails,2026-08-26,https://aigridwatch.com/house-races#race-nj-6
House,candidate,OH,5,Bob Latta,Republican,statement,"As Energy Subcommittee Chairman, championed H.R. 9340, the Ratepayer Protection Act, through subcommittee markup to protect families from covering grid upgrade costs driven by AI infrastructure.",2026-06-24,https://latta.house.gov/news/documentsingle.aspx?DocumentID=406815,,,mixed,2026-09-06,https://aigridwatch.com/house-races#race-oh-5
House,candidate,OH,12,Troy Balderson,Republican,statement,"Co-introduced H.R. 9332, the Load Forecasting Enhancement Act, directing FERC to work with state PUCs on improving electric load forecasting as demand surges from AI and data centers. Passed Energy Subcommittee.",2026-06-24,https://menendez.house.gov/media/press-releases/menendez-and-balderson-applaud-advancement-of-key-grid-reliability-bill,,,accelerate,2026-09-06,https://aigridwatch.com/house-races#race-oh-12
Senate,senator,NM,,Martin Heinrich,Democratic,statement,"In a Latitude Media interview reposted by his office, said data-center developers should follow SunZia's community-first approach, that ""there's a healthy dose of arrogance in some of these"" proposals, and that a developer should be able to tell a community ""we're actually going to be able to lower your electricity bills.""",2026-06-23,https://www.heinrich.senate.gov/newsroom/in-the-news/latitude-media-sen-heinrich-on-what-data-centers-can-learn-from-sunzia,Latitude Media (via Sen. Heinrich site),A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001046
House,candidate,VA,10,Suhas Subramanyam,Democratic,statement,"Introduced the bipartisan Data Infrastructure Energy Measurement and Standards Act with Reps. Obernolte (R-CA) and Foushee (D-NC), directing NIST and DOE to set standards for measuring data center energy and water use so forecasting and siting rest on disclosed numbers. Subramanyam: “We need a simple way to track how much power and water these facilities use.”",2026-06-18,https://subramanyam.house.gov/media/press-releases/reps-subramanyam-obernolte-foushee-introduce-legislation-create-first-its-kind,,,guardrails,2026-09-05,https://aigridwatch.com/house-races#race-va-10
Senate,senator,WY,,Cynthia M. Lummis,Republican,action,"Introduced the POWER Up Act, which amends the Federal Power Act to clarify FERC jurisdiction over the interconnection of large-load facilities (projected peak demand of 100 MW or more) to interstate transmission, requires FERC to issue standardized interconnection procedures within 18 months, and explicitly preserves state and local jurisdiction over siting, permitting, construction, retail rates, local distribution and generation. Lummis: 'When a facility wants to draw as much power as a city, that is not an ordinary retail question. It is a grid question.'",2026-06-17,https://www.lummis.senate.gov/press-releases/lummis-introduces-legislation-to-modernize-rules-for-high-power-grid-connections/,Sen. Lummis press release,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-l000571
Senate,senator,MA,,Elizabeth Warren,Democratic,action,"Sent letters to KKR, BlackRock, Brookfield Infrastructure Partners and Blackstone asking for details of their data center investments and how they ensure Americans are not left paying for them, with responses due June 27.",2026-06-15,https://www.banking.senate.gov/newsroom/minority/warren-probes-major-private-equity-firms-on-investments-in-data-centers-as-utility-costs-rise,Senate Banking Committee (minority) press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000817
Senate,senator,TN,,Marsha Blackburn,Republican,statement,"Posted a video questioning the location of DC Blox's proposed data center next to the Nashville Zoo and calling on the developer to 'revisit this placement,' while making clear she supports data centers more broadly.",2026-06-15,https://nashvillebanner.com/2026/06/15/marsha-blackburn-data-center-christa-pike/,Nashville Banner,B,mixed,2026-09-05,https://aigridwatch.com/senators#sen-b001243
Senate,senator,UT,,John R. Curtis,Republican,statement,"Told Roll Call, on the Utah data-center uproar, 'I have almost no data on the water usage. I've heard it's closed-loop, but I don't know that,' called siting 'a local issue,' and said he was open to a congressional certification system for AI facilities similar to LEED building standards.",2026-06-11,https://rollcall.com/2026/06/11/data-center-uproar-utah-congress-watching-waiting/,Roll Call,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-c001114
Senate,senator,AR,,Tom Cotton,Republican,action,"Wrote Acting Attorney General Todd Blanche asking DOJ to investigate alleged Chinese Communist Party-linked funding of U.S. nonprofits producing anti-data-center content, while stating ""Americans certainly have valid concerns about potential rising energy costs and strains on natural resources related to data centers"" but ""we can't allow any effort by foreign adversaries to extort these fears and undermine our technological development.""",2026-06-10,https://www.cotton.senate.gov/news/press-releases/cotton-to-doj-investigate-communist-china-influence-on-data-center-development,Sen. Cotton press release,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-c001095
Senate,senator,MA,,Edward J. Markey,Democratic,action,"Reintroduced with Rep. Beyer the AI Environmental Impacts Act of 2026, requiring AI data centers to report environmental and energy impacts with fines for non-compliance, NIST measurement standards, and an EPA lifecycle study.",2026-06-09,https://www.markey.senate.gov/news/press-releases/senator-markey-rep-beyer-reintroduce-ai-environmental-impacts-act,Sen. Markey press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-m000133
House,candidate,OH,5,Bob Latta,Republican,statement,Co-signed letter (with Guthrie and Joyce) to PCAST and FBI Director requesting investigation of alleged Chinese Communist Party influence campaigns working to block American data center infrastructure.,2026-06-04,https://energycommerce.house.gov/posts/chairmen-guthrie-joyce-and-latta-request-investigation-of-foreign-adversaries-efforts-to-block-american-data-center-buildout,,,mixed,2026-09-06,https://aigridwatch.com/house-races#race-oh-5
Senate,candidate,VA,,Mark Warner,Democratic,statement,"Introduced the Power for the People Act with eight Democratic cosponsors (Van Hollen, Durbin, Blumenthal, Booker, Duckworth, Smith, Welch, Alsobrooks). It would create new utility rate classes for data centers, direct FERC to make data centers pay for the local transmission upgrades they require, tie interconnection to clean energy and prevailing-wage incentives, and improve demand forecasting. Warner: “If corporations are going to run data centers in Virginia, they should cover the cost of them.”",2026-06-02,https://www.warner.senate.gov/newsroom/press-releases/warner-sponsors-bill-to-ensure-virginians-arent-stuck-footing-the-bill-for-big-data-centers/,,,guardrails,2026-09-05,https://aigridwatch.com/senate-races#race-va
Senate,senator,UT,,Mike Lee,Republican,statement,"Told E&E News he had no immediate plans to take up data-center legislation: 'I don't currently have that identified as a priority,' while saying he was 'happy to look at' the Ratepayer Protection Act.",2026-06,https://www.eenews.net/articles/house-committee-narrows-data-center-energy-bill-3/,E&E News,B,mixed,2026-09-05,https://aigridwatch.com/senators#sen-l000577
Senate,senator,CA,,Adam B. Schiff,Democratic,action,"Introduced the Energy Cost Fairness and Reliability Act: large-load facilities pay 100% of network upgrade costs, must demonstrate demand flexibility and provide their own power to interconnect, FERC to enable non-firm transmission service, and stronger interconnection screening against speculative projects. Schiff: ""Hard-working Americans should not be left to foot the tab for rising energy costs. There needs to be guardrails that protect Americans' pocketbooks.""",2026-05-18,https://www.schiff.senate.gov/news/press-releases/news-sen-schiff-unveils-major-legislation-to-ensure-fair-and-affordable-energy-costs-for-americans-amid-data-center-buildouts/,Sen. Schiff press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-s001150
Senate,senator,AL,,Katie Boyd Britt,Republican,action,"Introduced the Advancing Water Reuse Act (S. 3585) with Sen. Ben Ray Luján (D-NM): a tax credit for on-site water recycling at ""manufacturing, food processing, and other industrial entities, including data center facilities""; Britt's statement cites water demand from ""advanced manufacturing, artificial intelligence, and other growth industries.""",2026-05-13,https://www.lujan.senate.gov/newsroom/press-releases/lujan-britt-unveil-bipartisan-bill-to-boost-industrial-water-reuse-protect-community-drinking-water-and-meet-public-and-private-demand-for-freshwater/,Sen. Luján press release (joint with Britt),,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-b001319
Senate,senator,NM,,Ben Ray Luján,Democratic,action,"Introduced with Sen. Katie Britt the Advancing Water Reuse Act, a 30% investment tax credit for onsite water recycling systems at ""manufacturing, food processing, and other industrial entities, including data center facilities,"" to replace freshwater/groundwater draws with recycled water.",2026-05-13,https://www.lujan.senate.gov/newsroom/press-releases/lujan-britt-unveil-bipartisan-bill-to-boost-industrial-water-reuse-protect-community-drinking-water-and-meet-public-and-private-demand-for-freshwater/,Sen. Luján press release,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-l000570
House,candidate,VA,10,Suhas Subramanyam,Democratic,statement,"Introduced the Data Infrastructure Risk Reduction Act, directing the Department of Homeland Security to write a security strategy and recommendations for protecting communities around data centers and the transmission and water systems that serve them.",2026-05-08,https://subramanyam.house.gov/media/press-releases/rep-subramanyam-introduces-bill-protect-homes-and-property-near-data-centers,,,guardrails,2026-09-05,https://aigridwatch.com/house-races#race-va-10
Senate,senator,AZ,,Ruben Gallego,Democratic,statement,"Told reporters in Phoenix data centers are a ""necessary evil"" for the AI race but ""Your local resident should be held harmless. We shouldn't be paying more in electricity bills because data centers are here""; called for rolling back Arizona's 2013 data center tax exemption, said some data centers ""end up paying, on average, less than some of the homeowners who are right next to them,"" and ""I fear that we may not have enough water and we may not have enough power generation to be able to hold harmless everyone else.""",2026-05-07,https://www.phoenixnewtimes.com/news/arizona-sen-gallego-supports-nixing-tax-breaks-data-centers-40665119/,Phoenix New Times,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-g000574
Senate,senator,OR,,Ron Wyden,Democratic,action,"Sent letters to the CEOs of Google, Apple, Meta and Amazon demanding answers on data-center water impacts in drought-prone Oregon (over 100 data centers), asking about closed-loop cooling, groundwater withdrawal, contaminant mitigation, public water tracking and community transparency, with a May 29 response deadline.",2026-04-30,https://www.wyden.senate.gov/news/press-releases/wyden-demands-big-tech-execs-answer-questions-about-data-centers-water-impact,Sen. Wyden press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000779
Senate,senator,WV,,Shelley Moore Capito,Republican,statement,"Said data-center companies must have early and strong community engagement and that 'transparency about the process and the effects on local residents could go a long way'; said proposed projects plan to build their own power, which 'could actually maybe improve the situation because there will be excess power probably created,' and that water drawn from the Ohio would be replenished and cleaned.",2026-04-24,https://www.capito.senate.gov/news/in-the-news/west-virginia-senator-says-early-community-engagement-from-data-centers-is-key,Fox 8 (reposted on capito.senate.gov),,mixed,2026-09-05,https://aigridwatch.com/senators#sen-c001047
Senate,senator,VA,,Mark R. Warner,Democratic,statement,"Dismissed the proposed data-center moratorium as 'idiocy' at an Axios event, per E&E News.",2026-04-22,https://www.eenews.net/articles/data-center-moratorium-a-fault-line-in-dem-primaries/,E&E News,A,mixed,2026-09-05,https://aigridwatch.com/senators#sen-w000805
Senate,senator,VA,,Tim Kaine,Democratic,statement,"Told E&E News he opposes a data-center moratorium: 'I think a moratorium would send the message to other nations, ""Hey, the U.S. is giving up leadership in this space,"" and I don't want to send that message.'",2026-04-22,https://www.eenews.net/articles/data-center-moratorium-a-fault-line-in-dem-primaries/,E&E News,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-k000384
Senate,senator,GA,,Jon Ossoff,Democratic,action,"Sent a letter to FERC Chairman Laura Swett opening an inquiry into whether AI data center growth is raising Georgians' power bills, asking how FERC will ensure technology companies ""pay their own way"" and what it will do if data center construction raises utility costs beyond predictions; cited the Georgia PSC's December 2025 approval of 9,885 MW of new Georgia Power generation for large loads and said Georgians are ""suffering from sky-high power bills."" Response requested by June 1, 2026. Georgia PSC commissioners publicly disputed the premise.",2026-04-20,https://www.cbsnews.com/atlanta/news/ossoff-investigating-ai-data-center-are-impacting-rising-power-bills-in-georgia/,CBS News Atlanta,B,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-o000174
Senate,senator,MA,,Elizabeth Warren,Democratic,action,"With Sen. Hawley, wrote to the EIA administrator in March 2026 asking for a mandatory annual energy-use survey of data centers and other large loads; EIA then announced a mandatory data center survey to be completed by September 30, 2026. Warren: 'Americans deserve to know how much energy data centers are sucking up and what that's doing to their utility bills.'",2026-04-15,https://www.warren.senate.gov/newsroom/press-releases/warren-hawley-secure-mandatory-energy-use-reporting-requirements-for-data-centers,Sen. Warren press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000817
House,candidate,OH,1,Greg Landsman,Democratic,statement,"Introduced H.R. 8033, the No Harm Data Centers Act, requiring data centers to cover full costs of energy demands and infrastructure, mandating environmental impact studies, and prohibiting NDAs between data center developers and elected officials.",2026-04-09,https://landsman.house.gov/posts/landsman-leads-new-bill-requiring-big-tech-to-pay-for-data-centers-and-no-ndas,,,guardrails,2026-09-06,https://aigridwatch.com/house-races#race-oh-1
